1|二等電臺可以使用下列哪些頻帶？|B|||160、60、40與10 公尺|160、30、17、15、12與10 公尺|160、60、30、17、12與10 公尺|60、20、17與12 公尺
2|下列哪個頻帶禁止使用話務操作？|B|||160 公尺|30 公尺|12 公尺|17 公尺
3|下列哪個頻帶禁止發射影像？|D|||160 公尺|20 公尺|12 公尺|30 公尺
4|下列哪個業餘頻帶只能在特定頻道通訊，而非使用整個頻帶？|A|||12 公尺|60 公尺|11 公尺|75 公尺
5|下列哪個頻率是二等電臺在40公尺頻帶可用的部份？|A|||7.200 百萬赫|7.500 百萬赫|40.500 百萬赫|40.200 百萬赫
6|下列哪個頻率是二等電臺在160公尺話務頻帶可用的部份？|D|||4,005 千赫|3,900 千赫|1,975 千赫|1,875 千赫
7|下列哪個頻率是二等電臺在20公尺話務頻帶可用的部份？|B|||14,405 千赫|14,305 千赫|14,605 千赫|14,505 千赫
8|下列哪個頻率是二等電臺在80公尺頻帶可用的部份？|A|||3,560 千赫|1,855 千赫|2,560 千赫|3,650 千赫
9|下列哪個頻率是二等電臺在15公尺頻帶可用的部份？|D|||24,900 千赫|18,155 千赫|14,250 千赫|21,300 千赫
10|下列哪個頻率是二等電臺控制員可以使用的？|D|||28.020 百萬赫|28.350 百萬赫|28.550 百萬赫|以上皆是
11|當二等電臺不被允許使用特定頻帶的話務部份時，哪個話務區段部份通常是可允許使用的？|D|||頻帶的下段（較低頻率）|7.3百萬赫以下頻率的上段與14.150百萬赫以上頻率的下段|7.3百萬赫以下頻率的下段與14.150百萬赫以上頻率的上段|頻帶的上段（較高頻率）
12|當NCC規定的頻帶在業餘業務為次要使用時，須遵守下列何者規定？|A|||業餘電臺在不對主要使用者造成有害干擾時允許使用|業餘電臺只在緊急情況下被允許使用該頻帶|業餘電臺在每天的特定時段使用，而主要使用者可以使用24小時|業餘電臺使用一個頻率之前，先記錄主要服務的呼號
13|當二等業餘電臺在30公尺頻帶操作時，如果受到主要業務電臺干擾時，如何處理是恰當的？|B|||向NCC檢舉該干擾|停止自己的發射或是移至無干擾的頻率|試圖聯絡該電臺並要求他停止干擾|增加發射功率以克服干擾
14|控制員持有NCC核發的二等電臺允許操作的頻帶是ITU的哪個區域？|D|||1區|以上皆可|2區|3區
15|業餘電臺所架設的天線離地面多少高度以上，須設置航空色標及標識燈具?|B|||9 公尺|60 公尺|100 公尺|30 公尺
16|示標電臺(Beacon)遵守下列何者規定?|C|||頻率由國家示標電臺組織指定|頻率須定期上網公布|相同電臺位置於相同頻帶僅能發射一個示標信號|示標電臺不須自動控制
17|根據NCC規定，示標電臺的作用是什麼?|C|||確認網路頻率|傳送公共利益有關的布告欄給業餘電臺|觀察傳播與接收狀況|自動確認中繼臺
18|何時業餘電臺可以對公眾轉傳廣播內容?|C|||廣播內容須獲得官方緊急救難單位許可|以上皆是|廣播內容與大眾安全直接相關而且無其他通訊方式可用時|由NCC許可
19|業餘電臺何時可以傳送音樂?|A|||載人太空船轉傳的附帶部分時|頻率高於1,215百萬赫的傳輸時|不產生混附發射即可傳送|不是故意即可
20|業餘電臺何時可傳達密碼?|C|||在宣布通訊緊急時|個人例行訊息傳送時|NCC特准時|控制太空電臺時
21|業餘電臺使用縮寫或程序信號的限制是什麼?|B|||僅Q簡語可用|對訊息的意義不會產生混淆不清即可|只准用「10編碼」|不准使用
22|如何依業餘無線電實務選擇發射頻率?|B|||發射前先監聽有無他人正在使用|以上皆是|頻率與模式須符合執照權限|符合業餘無線電頻帶規劃
23|業餘電臺何時可傳送與金錢相關或營利內容?|B|||物品小於新臺幣6,000元即可|業餘電臺之間討論用於電臺的設備轉讓，而且不是常規買賣時|任何狀況皆不可|無其他通信方式可用時
24|示標電臺(Beacon)之最大功率為何?|C|||100 瓦特|200 瓦特|600 瓦特|1,500 瓦特
25|業餘電臺操作方式若無NCC相關規定時應如何？|A|||符合「良好工程規範」與「良好業餘無線電實務」|以上皆是|要符合業餘無線電操作傳統|要符合IARU規定
26|業餘電臺操作方式不在業餘無線電管理辦法規定時，誰可判定業餘電臺是否符合「良好工程規範」與「良好業餘無線電實務」?|A|||NCC|IEEE|控制員|ITU
27|業餘電臺使用10.140百萬赫之最大功率為何?|C|||2,000 瓦特|1,000 瓦特|200 瓦特|1,500 瓦特
28|二等業餘電臺在12公尺頻段最大發射功率為何?|B|||50 瓦特|600 瓦特|相當半波偶極發射100瓦特之功率|200 瓦特
29|業餘電臺在20公尺頻段使用USB之最大頻寬為何?|B|||1.8 千赫|2.8 千赫|3 千赫|5.6 千赫
30|在業餘頻帶發射機使用功率的通用準則是?|B|||對其他電臺不產生干擾的功率|使用可以通訊的最低功率|14.000至14.150百萬赫不超過200瓦特|有效輻射功率不超過1,500瓦特
31|二等業餘電臺在28百萬赫頻帶的最大發射機功率限制為何？|C|||1,500 瓦特|100 瓦特|600 瓦特|200 瓦特
32|二等業餘電臺在1.8百萬赫頻帶的發射機功率限制為何?|A|||600 瓦特|400 瓦特|1,500 瓦特|200 瓦特
33|在20公尺頻段使用RTTY或是數據傳輸的最大符碼率限制為何?|A|||300 Baud|56 kBaud|1,200 Baud|19.6 kBaud
34|在28百萬赫以下使用RTTY或數據傳輸的最大符碼率限制為何?|B|||19.6 kBaud|300 Baud|56 kBaud|1,200 Baud
35|在70公分頻段使用RTTY或數據傳輸的最大符碼率限制為何?|B|||300 Baud|56 kBaud|1,200 Baud|19.6 kBaud
36|在10公尺頻段使用RTTY或數據傳輸的最大符碼率限制為何?|B|||19.6 kBaud|1,200 Baud|56 kBaud|300 Baud
37|在2公尺頻段使用RTTY或數據傳輸的最大符碼率限制為何?|A|||19.6 kBaud|1,200 Baud|300 Baud|56 kBaud
38|業餘電臺在什麼條件下，可以傳送第三方訊息?|A|||與我國訂有互惠協定|第三方不使用英語|第三方具有業餘執照|第三方非我國公民
39|10公尺中繼臺何時可轉發三等業餘無線電人員執照控制員發射的2公尺信號?|B|||任何情況皆不可|只有10公尺中繼電臺控制員具有一等的人員執照時才可以|只有電臺在10公尺的部分獲有特殊暫時授權才可以|只有NCC宣佈緊急通訊的一般狀態才可以
40|業餘電臺控制員於何種狀況時，須採取特定措施以避免干擾別人?|C|||使用展頻通訊時|當業餘頻帶為次要使用時|以上皆是|針對緊急救難頻率不停留佔用
41|除了緊急與災難訊息，何種國外第三方訊息禁止轉傳?|C|||非IARU會員國即禁止|ITU第二區國家|除非二國有互惠協定，否則禁止|ITU第一區國家
42|未取得業餘人員執照者經由業餘電臺控制員在場與國外業餘電臺通聯的要求是什麼?|A|||雙方國家訂有第三方通訊互惠規定時|電臺操作者有二等人員執照時|使用英語溝通|以上皆是
43|電臺互相確認通聯時應使用何種語言?|B|||聯合國承認之語言|只有英語|用於通聯之語言|英語、西班牙語、法語或德語
44|什麼情形才可以從事業餘無線電作業？|C|||不須經主管機關測試及格，只須取得業餘無線電人員執照|只須經主管機關測試及格，不須取得業餘無線電人員執照|須經主管機關測試及格，並取得業餘無線電人員執照|不須經主管機關測試及格，亦不須取得業餘無線電人員執照
45|取得業餘無線電人員執照後，可以做下列什麼操作？|C|||即可用於卡車行車調度之用|即可用於客運車行車調度之用|以上皆非|即可用於遊覽車行車調度之用
46|運輸業(含客運車、砂石車、遊覽車等)司機或隨車人員考取業餘無線電人員執照，亦不得於車上做行車業務使用，違反規定者，依電信法第67條之1第3項規定處的罰鍰為新臺幣1萬元以上、多少元以下？|B|||10萬元|5萬元|7萬元|3萬元
47|下列頻段何者為三等業餘無線電人員可以使用頻率範圍|B|||138-140 百萬赫|144-146 百萬赫|140-142 百萬赫|154-156 百萬赫
48|下列頻段何者為三等業餘無線電人員可以使用頻率範圍|B|||440-442 百萬赫|430-440 百萬赫|450-452 百萬赫|420-422 百萬赫
49|外國人欲於中華民國領域內從事業餘無線電作業的途徑有|D|||經我國業餘無線電人員測試及格，並取得業餘無線電人員執照，得借用具業餘無線電臺執照之業餘無線電臺操作使用|取得我國居留權及業餘無線電人員執照，得逕向主管機關申設業餘無線電臺，經審驗合格，取得電臺執照後|已取得國外業餘無線電人員執照，依業餘無線電管理辦法第四十一條規|以上皆是
50|業餘無線電人員從事業餘無線電活動時|B|||只須維持自身的合法性|應本互相尊重之精神共同監督之|因屬業餘性質，可任意為之|只須互相尊重，不須共同監督
51|我國業餘無線電人員資格分為|C|||一個等級|不分等級|三個等級|二個等級
52|那一等級之業餘無線電人員測試須進行摩氏電碼術科測試|D|||都需要測試|三等業餘無線電人員|二等業餘無線電人員|都不需要測試
53|一等業餘無線電人員測試題組為無線電規章與相關法規13題、無線電通訊方法15題、無線電系統原理15題、無線電相關安全防護3題、電磁相容性技術2題、射頻干擾的預防與排除2題，共計50題，測試及格至少應答對多少題？|A|||40 題|25 題|32 題|15 題
54|二等業餘無線電人員測試題組為無線電規章與相關法規12題、無線電通訊方法12題、無線電系統原理10題、無線電相關安全防護2題、電磁相容性技術2題、射頻干擾的預防與排除2題，共計40題，要測試及格至少應答對多少題？|B|||10 題|32 題|25 題|15 題
55|三等業餘無線電人員測試題組為無線電規章與相關法規13題、無線電通訊方法13題、無線電系統原理6題、無線電相關安全防護1題、電磁相容性技術1題、射頻干擾的預防與排除1題，共計35題，要測試及格至少應答對多少題？|C|||10 題|15 題|25 題|20 題
56|業餘無線電人員自測試及格日起，多久以內向主管機關申請業餘無線電人員執照|D|||一個月|一星期|三年|一年
57|參加一等業餘無線電人員測試之條件為何？|C|||持有三等業餘無線電人員執照且設置三等業餘無線電臺達一年以上者|持有二等業餘無線電人員執照且設置三等業餘無線電臺達一年以上者|持有二等業餘無線電人員執照且設置二等業餘無線電臺達一年以上，同時業餘無線電人員及電臺執照均需在有效期間內。|持有三等業餘無線電人員執照且設置三等業餘無線電臺達二年以上者
58|業餘無線電人員測試及格後，要向誰申請核發業餘無線電人員執照？|B|||當地公路監理站（所）|主管機關|當地業餘無線電團體|內政部
59|業餘無線電人員參加業餘無線電人員二等測試及格，可以申請那一等級的業餘無線電人員執照？|C|||三等|不能申請|二等|一等
60|非業餘無線電人員參加業餘無線電人員測試及格，可以申請那一等級的業餘無線電人員執照？|C|||不能申請|一等|三等|二等
61|二等業餘無線電人員要參加一等業餘無線電人員測試時，其二等業餘無線電臺設置已達具備|C|||一年以下|六個月以下|一年以上|三個月以下
62|王大明在未取得業餘無線電人員執照下，參加二等業餘無線電人員測試及格後，發現先前三等業餘無線電人員測試及格已超過一年，他可以申請什麼業餘無線電人員執照？|D|||三等|一等|二等|不能申請
63|王大明在未取得業餘無線電人員執照下，參加二等業餘無線電人員測試不及格，發現先前三等業餘無線電人員測試及格仍在一年內，他可以申請什麼業餘無線電人員執照？|C|||二等|一等|三等|不能申請
64|業餘無線電人員執照有效期間為|B|||五年|十年|三年|七年
65|一人可同時持有幾張業餘無線電人員執照|A|||一張|四張|二張|三張
66|業餘無線電人員執照有效期間為十年，應於期限屆滿前六個月起五個月內向誰申請換發執照？|C|||當地公路監理站（所）|當地業餘無線電團體|國家通訊傳播委員會|內政部
67|業餘無線電團體指|A|||依人民團體法成立，從事業餘無線電活動之團體|依電信法成立，從事業餘無線電活動之團體|依廣電法成立，從事業餘無線電活動之團體|依有線電視法規定成立，從事業餘無線電活動之團體
68|業餘無線電機係屬|B|||PHS（數位式低功率無線電話）|電信管制射頻器材|電信終端設備|低功率射頻無線電機
69|業餘無線電管理辦法所規範之輻射指|C|||以熱能形式向外流動之能量|以核能形式向外發射之能量|以無線電磁波形式向外流動之能量|以高能量粒子形式向外發射之能量
70|業餘無線電管理辦法所規範之發射指|A|||由無線電臺所產生之輻射或其輻射產物|以光波形式向外流動之能量|以高能量粒子形式向外發射之能量|以熱能形式向外流動之能量
71|業餘無線電管理辦法所定義之發射機為|B|||可發射任何物質之機器|具有將電能轉換為電磁輻射能輸出之機器|可發射光線之機器|可發射火箭之機器
72|一等業餘無線電人員得申請設置|D|||二等或三等業餘電臺|船舶無線電臺|三等業餘電臺|一等、二等或三等業餘電臺
73|二等業餘無線電人員得申請設置|A|||二等或三等業餘電臺|一等業餘電臺|一等、二等或三等業餘電臺|船舶無線電臺
74|三等業餘無線電人員得申請設置|D|||二等或三等業餘電臺|廣播電臺|船舶無線電臺|三等業餘電臺
75|某未取得業餘無線電人員執照之軍中報務士|C|||得申請設置二等或三等業餘電臺|得申請設置三等業餘電臺|不得申設業餘無線電臺|得申請設置一等、二等或三等業餘電臺
76|軍中報務士可以申請換發那等級的業餘無線電人員執照？|A|||不得申請|三等|一等|二等
77|某未取得業餘無線電人員執照之高級電信工程人員|C|||得申請設置一等、二等或三等業餘電臺|得申請設置二等或三等業餘電臺|不得申設業餘無線電臺|得申請設置三等業餘電臺
78|高級電信工程人員執照可以申請換發那等級的業餘無線電人員執照？|C|||一等|三等|不得申請|二等
79|持有漁船無線電對講機執照可以申請換發那等級的業餘無線電人員執照？|A|||不得申請|二等|三等|一等
80|具何種資格之外國人於取得業餘無線電人員執照後，得比照本國業餘無線電人員申設業餘電臺|B|||參加我國舉辦之業餘無線電研討會|取得我國居留證明|取得我國簽證|取得我國大學學位
81|固定式業餘電臺|C|||不得申請設置備用無線電機|得未經主管機關核可，當作中繼使用|除特殊業餘電臺及臨時電臺外，一人以設置一座為原則|僅限設置一部
82|U/VHF頻段行動式業餘電臺，按一機一照辦理，其輸出功率不得超過|A|||25 瓦特|20 瓦特|35 瓦特|30 瓦特
83|U/VHF頻段業餘電臺，其輸出功率超過幾瓦特即需固定設置？|B|||35 瓦特|25 瓦特|30 瓦特|20 瓦特
84|50百萬赫頻段以下之業餘電機，其輸出功率在幾瓦特以下得申請行動式業餘無線電臺？|C|||60 瓦特|100 瓦特|50 瓦特|75 瓦特
85|50百萬赫頻段以下之業餘無線電機，其輸出功率在幾瓦特以上需申請固定式業餘電臺？|D|||75 瓦特|100 瓦特|60 瓦特|50 瓦特
86|三等業餘無線電人員在使用U/VHF頻段之行動式業餘電臺時，在電臺功能允許下，得採何種發射方式？|A|||以上皆是|電報發射|電話發射|影像發射
87|業餘無線電人員得先操作業餘頻段專用收信機，於熟悉業餘無線電通信實務後|C|||不必申請異動，即可逕行增設發信設備|再申請註銷增設發信設備|再申請設置無線電臺|再申請異動增設發信設備
88|三等業餘無線電人員操作業餘電臺時，在電臺功能允許下可採何種發射方式|D|||電話|數據|影像|以上皆是
89|違反業餘無線電管理辦法第六條有關業餘無線電人員之規定者，應依電信法相關規定處新臺幣一萬元以上多少元以下罰鍰？|D|||二萬元|四萬元|三萬元|五萬元
90|業餘無線電人員申請固定式業餘電臺架設時，應填具業餘電臺設置申請書一份，並檢附業餘無線電人員執照影本及業餘無線電機認證證明等文件，向下列那單位申請？|C|||內政部|當地公路監理站（所）|主管機關|當地業餘無線電團體
91|業餘無線電人員向主管機關申請設置固定式業餘電臺時，所領得之架設許可證有效期間為|D|||五年|一年|三個月|六個月
92|業餘無線電人員於取得固定式業餘電臺架設許可證後，應於架設許可證有效期間內完成架設，並於完成後，向下列那一單位申請審驗？|D|||內政部|當地公路監理站（所）|當地業餘無線電團體|主管機關
93|業餘無線電人員申請行動式業餘電臺執照時，應填具行動式業餘無線電臺執照申請書一份，並檢附業餘無線電人員執照影本及備妥業餘無線電機，向下列那一單位申請核發行動式業餘電臺執照？|A|||主管機關|當地公路監理站（所）|內政部|當地業餘無線電團體
94|業餘無線電人員向主管機關申請固定式業餘電臺架設架設時，應檢附什麼資料？|A|||以上皆是|業餘無線電人員執照影本|固定式業餘電臺設置申請書|採經型式認證合格之業餘無線電機架設者，應檢附業餘無線電機型式認證證明或文件影本：採非經型式認證電機者，檢附相關技術規格資料影本等
95|業餘電臺執照有效期間為5年，執照所有人應於期限屆滿前6個月起5個月內，向下列那一單位申請換發執照？|C|||當地業餘無線電團體|當地公路監理站（所）|主管機關|內政部
96|業餘無線電機設備或固定式業餘電臺設置地點變更時|B|||應向內政部申請異動|應填具電臺異動申請書，向主管機關申請，經審驗合格，換發電臺執照後，始得使用|應通知當地戶政事務所變更原始登記事項後使用|不必申請即可逕行變更使用
97|業餘電臺設置天線不得違反內政部、國防部、交通部會銜發布之航空站飛行場助航設備四周|D|||禁止、限制開發辦法之規定|禁止、限制輻射辦法之規定|禁止、限制發射辦法之規定|禁止限制建築物及其他障礙物高度管理辦法之規定
98|為避免危及公共安全，業餘電臺設置之天線結構應與高壓電線保持安全距離，下列那種情形，應具有航空色標及標識燈具|D|||天線高度超過地平面 10 公尺者|天線高度超過地平面 30 公尺者|天線高度超過海平面 60 公尺者|天線高度超過地平面 60 公尺者
99|業餘電臺呼號之第一字元使用英文字母Ｂ，呼號之第二字元優先由英文字母Ｍ、Ｎ、Ｏ、Ｐ、Ｑ、Ｕ、Ｖ、Ｗ及Ｘ內選配，呼號之第三字元使用一個阿拉伯數字，除了數字０外，其他數字用以代表|D|||業餘電臺之所有人|業餘電臺所在之省份|業餘電臺所在之國家|業餘電臺所在之縣、市
100|業餘無線電臺之呼號，由電信監理資訊系統自動產生|B|||得指配特定呼號予非業餘無線電人員|任何人員皆不得要求指配特定呼號|必要時得敘明理由要求指配特定呼號|任何人員皆得要求指配特定呼號
101|業餘無線電人員取得較高等級之資格後，原設置之業餘電臺|D|||得申請增配呼號|不得申請改配呼號|於設置地點變更時，始得申請改配呼號|得申請改配呼號，惟原呼號不得再使用
102|某業餘無線電臺之呼號為 BX2A，表示該電臺為設置於中華民國|A|||臺北地區之業餘中繼電臺|臺北地區之三等業餘電臺|苗栗、臺中地區之二等業餘電臺|離島地區之二等業餘電臺
103|某業餘無線電臺之呼號為 BV9P，表示該電臺為設置於中華民國|A|||離島地區之特殊業餘電臺|苗栗、臺中地區之三等業餘電臺|臺北地區之業餘中繼電臺|臺北地區之一等業餘電臺
104|某業餘無線電臺之呼號為 BV5VA，表示該電臺為設置於中華民國|B|||臺北地區之一等業餘電臺|彰化、南投、雲林地區之一等業餘電臺|臺北地區之特殊業餘電臺|離島地區之二等業餘電臺
105|某業餘無線電臺之呼號為 BX7AA，表示該電臺為設置於中華民國|B|||彰化、南投、雲林地區之二等業餘電臺|高雄地區之一等業餘電臺|離島地區之二等業餘電臺|臺北地區之一等業餘電臺
106|某業餘無線電臺之呼號為 BV8AAA，表示該電臺為設置於中華民國|C|||離島地區之二等業餘電臺|屏東、花蓮、臺東地區之三等業餘電臺|高雄地區之一等業餘電臺
107|某業餘無線電臺之呼號為 BX4AAA，表示該電臺為設置於中華民國|D|||屏東、花蓮、臺東地區之三等業餘電臺|高雄地區之一等業餘電臺|離島地區之三等業餘電臺|苗栗、臺中地區之二等業餘電臺
108|某業餘無線電臺之呼號為 BV3AAA，表示該電臺為設置於中華民國|C|||苗栗、臺中地區之一等業餘電臺|屏東、花蓮、臺東地區之二等業餘電臺|桃園、新竹地區之三等業餘電臺|離島地區之三等業餘電臺
109|某業餘無線電臺之呼號為 BV6WAD，表示該電臺為設置於中華民國|B|||離島地區之三等業餘電臺|嘉南地區之三等業餘電臺|屏東、花蓮、臺東地區之一等業餘電臺|桃竹地區之二等業餘電臺
110|某業餘無線電臺之呼號為 BX1AAA，表示該電臺為設置於中華民國|D|||桃竹地區之一等業餘電臺|離島地區之三等業餘電臺|嘉南地區之三等業餘電臺|基宜地區之二等業餘電臺
111|業餘電臺於語音通信時，呼號應使用|A|||英語或國際無線電規則規定之英語識別代字|國語|國語或臺語或英語|國語或臺語
112|業餘無線電人員在其資格等級以上之業餘電臺作業時，得以所在電臺之呼號作業。若在較低等級之電臺作業時，則應於所在電臺之呼號後以甚麼符號字元分隔再加上作業人員本人之電臺呼號，予以識別|D|||分號|空白|逗點|斜線
113|業餘電臺於初次建立通信或通信完畢時，均應報明呼號，通信中每隔多少時間或更短期間應報呼號一次|B|||二十分鐘|十分鐘|四十分鐘|三十分鐘
114|可放大射頻功率，不屬發射機原始設計內之組件，但可與發射機連結使用而加大發射之輸出功率之裝置稱為|A|||外接射頻功率放大器|減波器|射頻增幅器|龜殼花
115|業餘電臺設備之輸出功率及工作頻率|A|||應符合我國業餘無線電機技術規範之規定|應符合日本國郵政省業餘無線電技術規範之規定|應符合美國聯邦通信委員會之業餘無線電技術標準|無任何規範
116|在業餘無線電管理辦法所採用之發射功率計量方法有|D|||輸出功率（output power）|輸入功率|輸出功率及有效輻射功率（ERP）二種|輸出功率、有效輻射功率及等效全向輻射功率（EIRP）三種
117|業餘無線電機屬？|D|||刀械彈藥管制器材|不需電臺執照之電信管制射頻器材|烹飪器材|需電臺執照之電信管制射頻器材
118|業餘無線電人員購買業餘無線電機後，下列何者正確？|D|||加大功率使用|租予他人使用|購買後即可使用|經審驗合格發給執照，始得使用
119|三等業餘無線電人員使用頻率範圍及發射功率之規定為|D|||頻率限於144百萬赫至146百萬赫及430百萬赫至432百萬赫，功率限於50瓦特以下|頻率限於144百萬赫至148百萬赫及430百萬赫至440百萬赫，功率限於25瓦特以下|頻率限於144百萬赫至148百萬赫及430百萬赫至440百萬赫，功率限於50瓦特以下|頻率限於50百萬赫至50.15百萬赫、144百萬赫至146百萬赫及430百萬赫至440百萬赫，功率限於25瓦特以下
120|業餘無線電頻率145百萬赫及433百萬赫為呼叫緊急救難頻率，任何電臺在呼叫完畢後，須改換至其他頻率工作，不得停留佔用及干擾，平時應經常守聽，俾供|A|||緊急呼叫及提供救助呼叫使用|做為救難大隊之專用頻道|做為消防救難大隊之專用頻道|做為個人通信之專用頻道
121|當一通訊網路啟用時，你與友臺正在該頻率上通信，應如何處理？|B|||加大功率以強佔頻率|禮貌地切換至其他頻率|關機|持續發射讓大家都無法使用
122|若你是VHF通訊網路的主控電臺，當平時使用的頻率被其他友臺先行使用了，應如何處理？|A|||避開該頻率，並於鄰近無人使用的頻率進行通信|降低功率輸出，按原計畫使用|加大功率以強佔頻率|當日停止通信
123|業餘無線電臺至少應有幾個控制點？|B|||不需要|一個|二個|三個
124|於業餘無線電臺執照內指定，負責控制電臺信息之傳送，以確保符合無線電規章規定之業餘無線電人員稱為|B|||頻率協調員|控制員|作業員|管理員
125|由當地或當區合法業餘電臺或中繼電臺控制員共同認可之人員，擔任協調並建議該等電臺所適用之發射及接收之頻路、相關作業及技術參數之任務，以避免或減少干擾，稱為|D|||控制員|管理員|作業員|頻率協調員
126|業餘無線電控制員執行控制作業任務之地點，稱為|A|||控制點|頻率協調點|作業點|管理點
127|業餘無線電人員操作業餘無線電臺時，下列何種行為是被禁止的？|A|||使用未經指配之電臺呼號|不佔用特定業餘無線電頻率|不對其他無線電信號產生干擾|不將電臺租予他人
128|業餘電臺之發射機件或其電源線產生之混附發射，對其他無線電通信產生妨害性干擾時|B|||應不予理會並繼續發射|應立即停止發射並予以改善|應立即要求遭干擾之電臺停止發射並予以改善|可繼續發射，至主管機關通知後始停止發射並予以改善
129|下列何種業餘電臺之行為是被禁止的？|C|||使用主管機關核准之密語或密碼通信|不傳送不實之信號或信息|使用未經指配之頻率及電臺呼號|不對其他無線電信號產生干擾
130|下列何種業餘電臺行為是被禁止的？|A|||從事違法通信或傳送非法信息|不作涉及公眾電信業務或從事具有任何營利性質之通信|不從事廣播或蒐集新聞活動|不播放音樂、唱歌、吹口哨，不使用鄙俚、淫邪之語音。影像信號或爭吵之信號
131|業餘無線電人員操作業餘無線電臺時，下列何種行為是被禁止的？|D|||不對其他無線電信號產生干擾|不佔用特定業餘無線電頻率|不使用未經指配之電臺呼號|將電臺租予他人
132|取得業餘無線電臺執照後，未經主管機關核准私自「擴頻」使用，例如核准頻率為144-146百萬赫，使用時卻調到148百萬赫，此行為屬|D|||合法|違反刑法|違反民法|違反電信法相關規定
133|業餘電臺於初次建立通信或通信完畢時均應報名呼號，其呼號為|B|||使用自取臺號（秘雕、孔鏘、嗶伯……）|主管機關指配之電臺呼號|007|長江1號
134|未經主管機關核准，強行佔用特定業餘無線電頻率。例如：某一電臺在頻率上宣稱「這個跑道我們用很久了」以驅趕其他合法使用者，此種行徑|D|||很好，佔久了就是我們的|屬合法的行為|無所謂，沒人管|屬違法的行為
135|對其他無線電信號產生干擾。例如干擾其他使用者而壓空信號、放音樂等|A|||屬違法的行為|屬合法的行為|很好，佔地為王，捍衛權利|無所謂，欺過路客，顯示我神通廣大
136|下列何者屬公眾通信？|A|||公眾行動電話、行動寬頻|航空行動通信業務|航海無線電通信業務|27百萬赫市民波段通信
137|我在使用業餘電臺無意中收到公眾通信通話，|B|||我可以利用業餘電臺向大眾公佈|其內容不可以洩露、發佈或加以利用|我可以告訴我的女朋友表示我的神通廣大|我深以為得到許多信息而覺得偉大
138|我在使用業餘無線電臺時|A|||禁止未經核准截收非供公眾一般需用之無線電通信|偷聽別人使用大哥大通信|利用收聽到之公眾通信內容並告之通信社加以公佈|把收到之公眾通信據為己用
139|佔用業餘無線電頻率使用在開店送瓦斯、餐廳點菜、與營業車隊派車調度等都屬|C|||合法行為|無所謂|違反業餘無線電管理辦法行為|使用無線電不用付費，又不違反
