T1A01|Which of the following is a purpose of the Amateur Radio Service as stated in the FCC rules and regulations?|A||97.1|Advancing skills in the technical and communication phases of the radio art|Providing communications for international non-profit organizations|Providing personal radio communications for as many citizens as possible|All of these choices are correct
T7B12|What should be the first step to resolve cable TV interference from your ham radio transmission?|B|||Add a high-pass filter to the TV antenna input|Be sure all TV coaxial connectors are installed properly|Add a low-pass filter to the TV antenna input|Add a preamplifier to the TV antenna input
T7C01|What is the primary purpose of a dummy load?|B|||To improve the signal-to-noise ratio of a receiver|To prevent transmitting signals over the air when making tests|To prevent over-modulation of a transmitter|To improve the efficiency of an antenna
T7C02|Which of the following instruments can be used to determine if an antenna is resonant at the desired operating frequency?|A|||An antenna analyzer|A VTVM|A Q meter|A frequency counter
T7C03|What, in general terms, is standing wave ratio (SWR)?|A|||A measure of how well a load is matched to a transmission line|The transmitter efficiency ratio|An indication of the quality of your station’s ground connection|The ratio of high to low impedance in a feed line
T7C04|What reading on an SWR meter indicates a perfect impedance match between the antenna and the feed line?|C|||10 to 1|2 to 1|1 to 1|1 to 3
T7C05|Why do most solid-state amateur radio transmitters reduce output power as SWR increases?|A|||To protect the output amplifier transistors|Because power supplies cannot supply enough current at high SWR|To comply with FCC rules on spectral purity|To improve the impedance match to the feed line
T7C06|What does an SWR reading of 4:1 indicate?|D|||Gain of +4 dB|Loss of -4 dB|Good impedance match|Impedance mismatch
T7C07|What happens to power lost in a feed line?|B|||It increases the SWR|It is converted into heat|It can cause distortion of your signal|It comes back into your transmitter and could cause damage
T7C08|What instrument other than an SWR meter could you use to determine if a feed line and antenna are properly matched?|D|||Voltmeter|Iambic pentameter|Ohmmeter|Directional wattmeter
T7C09|Which of the following is the most common cause for failure of coaxial cables?|B|||The velocity factor exceeds 1.0|Moisture contamination|Gamma rays|Overloading
T7C10|Why should the outer jacket of coaxial cable be resistant to ultraviolet light?|B|||Ultraviolet resistant jackets prevent harmonic radiation|Ultraviolet light can damage the jacket and allow water to enter the cable|Ultraviolet and RF signals can mix, causing interference|Ultraviolet light can increase losses in the cable’s jacket
T7C11|What is a disadvantage of air core coaxial cable when compared to foam or solid dielectric types?|D|||It has more loss per foot|It cannot be used at below freezing temperatures|It cannot be used for VHF or UHF antennas|It requires special techniques to prevent water absorption
T7C12|What does a dummy load consist of?|C|||A low-voltage power supply and a DC relay|A 50 ohm reactance used to terminate a transmission line|A non-inductive resistor and a heat sink|A high-gain amplifier and a TR switch
T7D01|Which instrument would you use to measure electric potential or electromotive force?|D|||An ohmmeter|A wavemeter|An ammeter|A voltmeter
T7D02|What is the correct way to connect a voltmeter to a circuit?|B|||In quadrature with the circuit|In parallel with the circuit|In series with the circuit|In phase with the circuit
T7D03|How is a simple ammeter connected to a circuit?|D|||In parallel with the circuit|In phase with the circuit|In quadrature with the circuit|In series with the circuit
T7D04|Which instrument is used to measure electric current?|A|||An ammeter|An ohmmeter|A wavemeter|A voltmeter
T7D05|What instrument is used to measure resistance?|C|||A spectrum analyzer|An oscilloscope|An ohmmeter|A noise bridge
T7D06|Which of the following might damage a multimeter?|D|||Leaving the meter in the milliamps position overnight|Measuring a voltage too small for the chosen scale|Not allowing it to warm up properly|Attempting to measure voltage when using the resistance setting
T7D07|Which of the following measurements are commonly made using a multimeter?|D|||Signal strength and noise|Impedance and reactance|SWR and RF power|Voltage and resistance
T7D08|Which of the following types of solder is best for radio and electronic use?|D|||Silver solder|Acid-core solder|Aluminum solder|Rosin-core solder
T7D09|What is the characteristic appearance of a cold solder joint?|A|||A grainy or dull surface|A bright or shiny surface|A greenish tint|Dark black spots
T7D10|What is probably happening when an ohmmeter, connected across an unpowered circuit, initially indicates a low resistance and then shows increasing resistance with time?|C|||The ohmmeter is defective|The circuit contains a large inductor|The circuit contains a large capacitor|The circuit is a relaxation oscillator
T7D11|Which of the following precautions should be taken when measuring circuit resistance with an ohmmeter?|D|||Ensure that the applied voltages are correct|Ensure that the circuit is operating at the correct frequency|Ensure that the circuit is grounded|Ensure that the circuit is not powered
T7D12|Which of the following precautions should be taken when measuring high voltages with a voltmeter?|C|||Ensure that the voltmeter has very low impedance|Ensure that the circuit is grounded through the voltmeter|Ensure that the voltmeter and leads are rated for use at the voltages to be measured|Ensure that the voltmeter is set to the correct frequency
T8A01|Which of the following is a form of amplitude modulation?|A|||Single sideband|Packet radio|Phase shift keying (PSK)|Spread spectrum
T8A02|What type of modulation is most commonly used for VHF packet radio transmissions?|C|||SSB|AM|FM|PSK
T8A03|Which type of voice mode is most often used for long-distance (weak signal) contacts on the VHF and UHF bands?|D|||PM|FM|DRM|SSB
T8A04|Which type of modulation is most commonly used for VHF and UHF voice repeaters?|A|||FM|PSK|AM|SSB
T8A05|Which of the following types of emission has the narrowest bandwidth?|A|||CW|FM voice|Slow-scan TV|SSB voice
T8A06|Which sideband is normally used for 10 meter HF, VHF, and UHF single-sideband communications?|A|||Upper sideband|Lower sideband|Inverted sideband|Suppressed sideband
T8A07|What is an advantage of single sideband (SSB) over FM for voice transmissions?|B|||SSB signals are easier to tune|SSB signals have narrower bandwidth|SSB signals are less susceptible to interference|All of these choices are correct
T8A08|What is the approximate bandwidth of a single sideband (SSB) voice signal?|A|||3 kHz|1 kHz|6 kHz|15 kHz
T8A09|What is the approximate bandwidth of a VHF repeater FM phone signal?|B|||About 150 kHz|Between 10 and 15 kHz|Between 50 and 125 kHz|Less than 500 Hz
T8A10|What is the typical bandwidth of analog fast-scan TV transmissions on the 70 centimeter band?|D|||About 1 MHz|About 3 MHz|More than 10 MHz|About 6 MHz
T8A11|What is the approximate maximum bandwidth required to transmit a CW signal?|B|||1000 Hz|150 Hz|15 kHz|2.4 kHz
T8B01|What telemetry information is typically transmitted by satellite beacons?|A|||Health and status of the satellite|The signal strength of received signals|Time of day accurate to plus or minus 1/10 second|All of these choices are correct
T8B02|What is the impact of using too much effective radiated power on a satellite uplink?|C|||Possibility of commanding the satellite to an improper mode|Possibility of rebooting the satellite control computer|Blocking access by other users|Overloading the satellite batteries
T8B03|Which of the following are provided by satellite tracking programs?|D|||Maps showing the real-time position of the satellite track over the earth|The apparent frequency of the satellite transmission, including effects of Doppler shift|The time, azimuth, and elevation of the start, maximum altitude, and end of a pass|All of these choices are correct
T8B04|What mode of transmission is commonly used by amateur radio satellites?|D|||FM|SSB|CW/data|All of these choices are correct
T8B05|What is a satellite beacon?|B|||The primary transmit antenna on the satellite|A transmission from a satellite that contains status information|An indicator light that shows where to point your antenna|A reflective surface on the satellite
T8B06|Which of the following are inputs to a satellite tracking program?|A|||The Keplerian elements|The last observed time of zero Doppler shift|The weight of the satellite|All of these choices are correct
T8B07|With regard to satellite communications, what is Doppler shift?|D|||A mode where the satellite receives signals on one band and transmits on another|A special digital communications mode for some satellites|A change in the satellite orbit|An observed change in signal frequency caused by relative motion between the satellite and the earth station
T8B08|What is meant by the statement that a satellite is operating in mode U/V?|B|||The satellite operates using ultraviolet frequencies|The satellite uplink is in the 70 centimeter band and the downlink is in the 2 meter band|The satellite frequencies are usually variable|The satellite uplink is in the 15 meter band and the downlink is in the 10 meter band
T8B09|What causes spin fading of satellite signals?|C|||Interfering signals within the satellite uplink band|Circular polarized noise interference radiated from the sun|Rotation of the satellite and its antennas|Doppler shift of the received signal
T8B10|What do the initials LEO tell you about an amateur satellite?|D|||The satellite battery is in Low Energy Operation mode|The satellite is performing a Lunar Ejection Orbit maneuver|The satellite uses Light Emitting Optics|The satellite is in a Low Earth Orbit
T8B11|Who may receive telemetry from a space station?|B|||A licensed radio amateur who has registered for an access code from AMSAT|Anyone who can receive the telemetry signal|A licensed radio amateur who has been certified by the protocol developer|A licensed radio amateur with a transmitter equipped for interrogating the satellite
T8B12|Which of the following is a good way to judge whether your uplink power is neither too low nor too high?|B|||Listen for distortion on your downlink signal|Your signal strength on the downlink should be about the same as the beacon|Check your signal strength report in the telemetry data|All of these choices are correct
T8C01|Which of the following methods is used to locate sources of noise interference or jamming?|B|||Phase locking|Radio direction finding|Echolocation|Doppler radar
T8C02|Which of these items would be useful for a hidden transmitter hunt?|B|||Calibrated SWR meter|A directional antenna|A calibrated noise bridge|All of these choices are correct
T8C03|What operating activity involves contacting as many stations as possible during a specified period?|C|||Net operations|Simulated emergency exercises|Contesting|Public service events
T8C04|Which of the following is good procedure when contacting another station in a radio contest?|B|||Sign only the last two letters of your call if there are many other stations calling|Send only the minimum information needed for proper identification and the contest exchange|Contact the station twice to be sure that you are in his log|All of these choices are correct
T8C05|What is a grid locator?|A|||A letter-number designator assigned to a geographic location|A letter-number designator assigned to an azimuth and elevation|An instrument for neutralizing a final amplifier|An instrument for radio direction finding
T8C06|How is access to some IRLP nodes accomplished?|D|||By entering the proper internet password|By obtaining a password that is sent via voice to the node|By using CTCSS tone codes|By using DTMF signals
T8C07|What is meant by Voice Over Internet Protocol (VoIP) as used in amateur radio?|A|||A method of delivering voice communications over the internet using digital techniques|A set of guidelines for contacting DX stations during contests using internet access|A set of rules specifying how to identify your station when linked over the internet to another station|A technique for measuring the modulation quality of a transmitter using remote sites monitored via the internet
T8C08|What is the Internet Radio Linking Project (IRLP)?|A|||A technique to connect amateur radio systems, such as repeaters, via the internet using Voice Over Internet Protocol (VoIP)|A system for informing amateurs in real time of the frequency of active DX stations|A technique for measuring signal strength of an amateur transmitter via the internet|A system for providing access to websites via amateur radio
T8C09|How might you obtain a list of active nodes that use VoIP?|D|||By subscribing to an on line service|From a repeater directory|From on line repeater lists maintained by the local repeater frequency coordinator|All of these choices are correct
T8C10|What must be done before you may use the EchoLink system to communicate using a repeater?|C|||You must be sponsored by a current EchoLink user|You must complete the required EchoLink training|You must register your call sign and provide proof of license|You must have purchased a license to use the EchoLink software
T8C11|What name is given to an amateur radio station that is used to connect other amateur stations to the internet?|D|||A beacon|A repeater|A digipeater|A gateway
T8D01|Which of the following is a digital communications mode?|D|||Packet radio|JT65|IEEE 802.11|All of these choices are correct
T8D02|What does the term “APRS” mean?|B|||Associated Public Radio Station|Automatic Packet Reporting System|Auto Planning Radio Set-up|Advanced Polar Radio System
T8D03|Which of the following devices is used to provide data to the transmitter when sending automatic position reports from a mobile amateur radio station?|D|||A WWV receiver|A connection to a broadcast FM sub-carrier receiver|The vehicle speedometer|A Global Positioning System receiver
T8D04|What type of transmission is indicated by the term "NTSC?"|A|||An analog fast scan color TV signal|A special mode for earth satellite uplink|A frame compression scheme for TV signals|A Normal Transmission mode in Static Circuit
T8D05|Which of the following is an application of APRS (Automatic Packet Reporting System)?|D|||Showing automatically the number of packets transmitted via PACTOR during a specific time interval|Providing information on the number of stations signed into a repeater|Providing voice over internet connection between repeaters|Providing real-time tactical digital communications in conjunction with a map showing the locations of stations
T8D06|What does the abbreviation "PSK" mean?|A|||Phase Shift Keying|Packet Short Keying|Pulse Shift Keying|Phased Slide Keying
T8D07|Which of the following best describes DMR (Digital Mobile Radio)?|B|||An automatic computer logging technique for hands-off logging when communicating while operating a vehicle|A technique for time-multiplexing two digital voice signals on a single 12.5 kHz repeater channel|An automatic position tracking mode for FM mobiles communicating through repeaters|A digital technique for transmitting on two repeater inputs simultaneously for automatic error correction
T8D08|Which of the following may be included in packet transmissions?|D|||Automatic repeat request in case of error|A check sum that permits error detection|A header that contains the call sign of the station to which the information is being sent|All of these choices are correct
T8D09|What code is used when sending CW in the amateur bands?|B|||Baudot|International Morse|Hamming|All of these choices are correct
T8D10|Which of the following operating activities is supported by digital mode software in the WSJT suite?|D|||Moonbounce or Earth-Moon-Earth|Meteor scatter|Weak-signal propagation beacons|All of these choices are correct
T8D11|What is an ARQ transmission system?|B|||A method of compressing the data in a message so more information can be sent in a shorter time|A digital scheme whereby the receiving station detects errors and sends a request to the sending station to retransmit the information|A system used to encrypt command signals to an amateur radio satellite|A special transmission format limited to video signals
T8D12|Which of the following best describes Broadband-Hamnet(TM), also referred to as a high-speed multi-media network?|A|||An amateur-radio-based data network using commercial Wi-Fi gear with modified firmware|A wide-bandwidth digital voice mode employing DRM protocols|An internet linking protocol used to network repeaters|A satellite communications network using modified commercial satellite TV hardware
T8D13|What is FT8?|B|||A wideband FM voice mode|A digital mode capable of operating in low signal-to-noise conditions that transmits on 15-second intervals|A digital slow scan TV mode with forward error correction and automatic color compensation|An eight channel multiplex mode for FM repeaters
T8D14|What is an electronic keyer?|B|||A device for switching antennas from transmit to receive|A device that assists in manual sending of Morse code|An interlock to prevent unauthorized use of a radio|A device for voice activated switching from receive to transmit
T9A01|What is a beam antenna?|B|||An omnidirectional antenna invented by Clarence Beam|An antenna that concentrates signals in one direction|An antenna that reverses the phase of received signals|An antenna built from aluminum I-beams
T9A02|Which of the following describes a type of antenna loading?|D|||Inserting a resistor in the radiating portion of the antenna to make it resonant|Strengthening the radiating elements of a beam antenna to better resist wind damage|Installing a spring in the base of a mobile vertical antenna to make it more flexible|Inserting an inductor in the radiating portion of the antenna to make it electrically longer
T9A03|Which of the following describes a simple dipole oriented parallel to the Earth's surface?|C|||A ground-wave antenna|A vertically polarized antenna|A horizontally polarized antenna|A rhombic antenna
T9A04|What is a disadvantage of the “rubber duck” antenna supplied with most handheld radio transceivers when compared to a full-sized quarter-wave antenna?|B|||It transmits only circularly polarized signals|It does not transmit or receive as effectively|If the rubber end cap is lost, it will unravel very easily|All of these choices are correct
T9A05|How would you change a dipole antenna to make it resonant on a higher frequency?|B|||Lengthen it|Shorten it|Insert coils in series with radiating wires|Add capacitive loading to the ends of the radiating wires
T9A06|What type of antennas are the quad, Yagi, and dish?|B|||Log periodic antennas|Directional antennas|Isotropic antennas|Non-resonant antennas
T9A07|What is a disadvantage of using a handheld VHF transceiver, with its integral antenna, inside a vehicle?|C|||It might cause the transceiver to overheat|The SWR might decrease, decreasing the signal strength|Signals might not propagate well due to the shielding effect of the vehicle|All of these choices are correct
T9A08|What is the approximate length, in inches, of a quarter-wavelength vertical antenna for 146 MHz?|A|||19|50|12|112
T9A09|What is the approximate length, in inches, of a half-wavelength 6 meter dipole antenna?|B|||6|112|236|50
T9A10|In which direction does a half-wave dipole antenna radiate the strongest signal?|C|||In the direction of the feed line|Equally in all directions|Broadside to the antenna|Off the ends of the antenna
T9A11|What is the gain of an antenna?|A|||The increase in signal strength in a specified direction compared to a reference antenna|The additional power that is added to the transmitter power|The additional power that is lost in the antenna when transmitting on a higher frequency|The increase in impedance on receive or transmit compared to a reference antenna
T9A12|What is an advantage of using a properly mounted 5/8 wavelength antenna for VHF or UHF mobile service?|D|||It has very high angle radiation for better communicating through a repeater|It eliminates distortion caused by reflected signals|It has 10 times the power gain of a 1/4 wavelength design|It has a lower radiation angle and more gain than a 1/4 wavelength antenna
T9B01|Why is it important to have low SWR when using coaxial cable feed line?|C|||To prolong antenna life|To reduce television interference|To reduce signal loss|All of these choices are correct
T9B02|What is the impedance of most coaxial cables used in amateur radio installations?|D|||8 ohms|12 ohms|600 ohms|50 ohms
T9B03|Why is coaxial cable the most common feed line selected for amateur radio antenna systems?|A|||It is easy to use and requires few special installation considerations|It has less loss than any other type of feed line|It is less expensive than any other type of feed line|It can handle more power than any other type of feed line
T9B04|What is the major function of an antenna tuner (antenna coupler)?|C|||It automatically selects the proper antenna for the frequency band being used|It helps a receiver automatically tune in weak stations|It matches the antenna system impedance to the transceiver's output impedance|It allows an antenna to be used on both transmit and receive
T9B05|In general, what happens as the frequency of a signal passing through coaxial cable is increased?|C|||The loss decreases|The characteristic impedance increases|The loss increases|The characteristic impedance decreases
T9B06|Which of the following connectors is most suitable for frequencies above 400 MHz?|C|||An RS-213 connector|A DB-25 connector|A Type N connector|A UHF (PL-259/SO-239) connector
T9B07|Which of the following is true of PL-259 type coax connectors?|C|||They are watertight|They are preferred for microwave operation|They are commonly used at HF frequencies|They are a bayonet type connector
T9B08|Why should coax connectors exposed to the weather be sealed against water intrusion?|B|||To keep the jacket from becoming loose|To prevent an increase in feed line loss|To prevent interference to telephones|All of these choices are correct
T9B09|What can cause erratic changes in SWR readings?|B|||The transmitter is being modulated|A loose connection in an antenna or a feed line|The transmitter is being over-modulated|Interference from other stations is distorting your signal
T9B10|What is the electrical difference between RG-58 and RG-8 coaxial cable?|B|||There is no significant difference between the two types|RG-8 cable has less loss at a given frequency|RG-58 cable can handle higher power levels|RG-58 cable has two shields
T9B11|Which of the following types of feed line has the lowest loss at VHF and UHF?|C|||50-ohm flexible coax|Multi-conductor unbalanced cable|Air-insulated hard line|75-ohm flexible coax
T0A01|Which of the following is a safety hazard of a 12-volt storage battery?|C|||RF emissions from the battery|Touching both terminals with the hands can cause electrical shock|Shorting the terminals can cause burns, fire, or an explosion|All of these choices are correct
T0A02|What health hazard is presented by electrical current flowing through the body?|D|||It may cause injury by heating tissue|It may cause involuntary muscle contractions|It may disrupt the electrical functions of cells|All of these choices are correct
T0A03|In the United States, what is connected to the green wire in a three-wire electrical AC plug?|D|||Neutral|Hot|The white wire|Equipment ground
T0A04|What is the purpose of a fuse in an electrical circuit?|A|||To interrupt power in case of overload|To prevent power supply ripple from damaging a circuit|To limit current to prevent shocks|All of these choices are correct
T0A05|Why is it unwise to install a 20-ampere fuse in the place of a 5-ampere fuse?|A|||Excessive current could cause a fire|The larger fuse would be likely to blow because it is rated for higher current|The power supply ripple would greatly increase|All of these choices are correct
T0A06|What is a good way to guard against electrical shock at your station?|D|||Use a circuit protected by a ground-fault interrupter|Use three-wire cords and plugs for all AC powered equipment|Connect all AC powered station equipment to a common safety ground|All of these choices are correct
T0A07|Which of these precautions should be taken when installing devices for lightning protection in a coaxial cable feed line?|C|||Include a series switch in the ground line of each protector to prevent RF overload from inadvertently damaging the protector|Include a parallel bypass switch for each protector so that it can be switched out of the circuit when running high power|Mount all of the protectors on a metal plate that is in turn connected to an external ground rod|Keep the ground wires from each protector separate and connected to station ground
T0A08|What safety equipment should always be included in home-built equipment that is powered from 120V AC power circuits?|A|||A fuse or circuit breaker in series with the AC hot conductor|An inductor in parallel with the AC power source|An AC voltmeter across the incoming power source|A capacitor in series with the AC power source
T0A09|What should be done to all external ground rods or earth connections?|D|||Waterproof them with silicone caulk or electrical tape|Tune them for resonance on the lowest frequency of operation|Keep them as far apart as possible|Bond them together with heavy wire or conductive strap
T0A10|What can happen if a lead-acid storage battery is charged or discharged too quickly?|C|||The memory effect will reduce the capacity of the battery|The voltage can become reversed|The battery could overheat, give off flammable gas, or explode|All of these choices are correct
T0A11|What kind of hazard might exist in a power supply when it is turned off and disconnected?|C|||The fuse might blow if you remove the cover|Static electricity could damage the grounding system|You might receive an electric shock from the charge stored in large capacitors|Circulating currents inside the transformer might cause damage
T0B01|When should members of a tower work team wear a hard hat and safety glasses?|D|||Only when the tower exceeds 30 feet in height|At all times except when climbing the tower|At all times except when belted firmly to the tower|At all times when any work is being done on the tower
T0B02|What is a good precaution to observe before climbing an antenna tower?|A|||Put on a carefully inspected climbing harness(fall arrester)and safety glasses|Remove all tower grounding connections|Make sure that you wear a grounded wrist strap|All of these choices are correct
T0B03|Under what circumstances is it safe to climb a tower without a helper or observer?|B|||When no electrical work is being performed|Never|When no mechanical work is being performed|When the work being done is not more than 20 feet above the ground
T0B04|Which of the following is an important safety precaution to observe when putting up an antenna tower?|A|||Look for and stay clear of any overhead electrical wires|Insulate the base of the tower to avoid lightning strikes|Wear a ground strap connected to your wrist at all times|All of these choices are correct
T0B05|What is the purpose of a gin pole?|C|||To temporarily replace guy wires|To be used in place of a safety harness|To lift tower sections or antennas|To provide a temporary ground
T0B06|What is the minimum safe distance from a power line to allow when installing an antenna?|B|||Half the width of your property|Enough so that if the antenna falls unexpectedly, no part of it can come closer than 10 feet to the power wires|The height of the power line above ground|1/2 wavelength at the operating frequency
T0B07|Which of the following is an important safety rule to remember when using a crank-up tower?|B|||This type of tower must never be grounded|This type of tower must not be climbed unless retracted or mechanical safety locking devices have been installed|This type of tower must never be painted|All of these choices are correct
T0B08|What is considered to be a proper grounding method for a tower?|C|||A ferrite-core RF choke connected between the tower and ground|A connection between the tower base and a cold water pipe|Separate eight-foot long ground rods for each tower leg, bonded to the tower and each other|A single four-foot ground rod, driven into the ground no more than 12 inches from the base
T0B09|Why should you avoid attaching an antenna to a utility pole?|A|||The antenna could contact high-voltage power lines|The utility company will charge you an extra monthly fee|The antenna will not work properly because of induced voltages|All of these choices are correct
T0B10|Which of the following is true when installing grounding conductors used for lightning protection?|C|||Only non-insulated wire must be used|Common grounds must be avoided|Sharp bends must be avoided|Wires must be carefully routed with precise right-angle bends
T0B11|Which of the following establishes grounding requirements for an amateur radio tower or antenna?|D|||FCC Part 97 Rules|FAA tower lighting regulations|UL recommended practices|Local electrical codes
T0B12|Which of the following is good practice when installing ground wires on a tower for lightning protection?|C|||Put a loop in the ground connection to prevent water damage to the ground system|Make sure that all bends in the ground wires are clean, right-angle bends|Ensure that connections are short and direct|All of these choices are correct
T0B13|What is the purpose of a safety wire through a turnbuckle used to tension guy lines?|A|||Prevent loosening of the guy line from vibration|Prevent theft or vandalism|Secure the guy if the turnbuckle breaks|Deter unauthorized climbing of the tower
T0C01|What type of radiation are VHF and UHF radio signals?|C|||Alpha radiation|Ionizing radiation|Non-ionizing radiation|Gamma radiation
T0C02|Which of the following frequencies has the lowest value for Maximum Permissible Exposure limit?|D|||3.5 MHz|1296 MHz|440 MHz|50 MHz
T0C03|What is the maximum power level that an amateur radio station may use at VHF frequencies before an RF exposure evaluation is required?|B|||50 watts PEP reflected power|50 watts PEP at the antenna|1500 watts PEP transmitter output|1 watt forward power
T0C04|What factors affect the RF exposure of people near an amateur station antenna?|D|||Radiation pattern of the antenna|Frequency and power level of the RF field|Distance from the antenna to a person|All of these choices are correct
T0C05|Why do exposure limits vary with frequency?|C|||Lower frequency RF fields do not penetrate the human body|Higher frequency RF fields are transient in nature|The human body absorbs more RF energy at some frequencies than at others|Lower frequency RF fields have more energy than higher frequency fields
T0C06|Which of the following is an acceptable method to determine that your station complies with FCC RF exposure regulations?|D|||By calculation based on computer modeling|By measurement of field strength using calibrated equipment|By calculation based on FCC OET Bulletin 65|All of these choices are correct
T0C07|What could happen if a person accidentally touched your antenna while you were transmitting?|A|||They might receive a painful RF burn|Touching the antenna could cause television interference|They might develop radiation poisoning|All of these choices are correct
T0C08|Which of the following actions might amateur operators take to prevent exposure to RF radiation in excess of FCC-supplied limits?|B|||Increase the duty cycle|Relocate antennas|Relocate the transmitter|All of these choices are correct
T0C09|How can you make sure your station stays in compliance with RF safety regulations?|A|||By re-evaluating the station whenever an item of equipment is changed|By making sure your antennas have low SWR|By informing the FCC of any changes made in your station|All of these choices are correct
T0C10|Why is duty cycle one of the factors used to determine safe RF radiation exposure levels?|A|||It affects the average exposure of people to radiation|It affects the peak exposure of people to radiation|It takes into account the thermal effects of the final amplifier|It takes into account the antenna feed line loss
T0C11|What is the definition of duty cycle during the averaging time for RF exposure?|D|||The difference between the lowest power output and the highest power output of a transmitter|The difference between the PEP and average power output of a transmitter|The percentage of time that a transmitter is not transmitting|The percentage of time that a transmitter is transmitting
T0C12|How does RF radiation differ from ionizing radiation (radioactivity)?|A|||RF radiation does not have sufficient energy to cause genetic damage|RF radiation is perfectly safe|RF radiation can only be detected with an RF dosimeter|RF radiation is limited in range to a few feet
T0C13|If the averaging time for exposure is 6 minutes, how much power density is permitted if the signal is present for 3 minutes and absent for 3 minutes rather than being present for the entire 6 minutes?|A|||2 times as much|1/2 as much|There is no adjustment allowed for shorter exposure times|3 times as much